,"{'learning_rate': 0.00025, 'n_steps': 2048, 'batch_size': 64, 'n_epochs': 10, 'gamma': 0.99, 'gae_lambda': 0.95, 'clip_range': 0.2, 'ent_coef': 0.01}","{'learning_rate': 0.0003, 'n_steps': 1024, 'batch_size': 32, 'n_epochs': 4, 'gamma': 0.98, 'gae_lambda': 0.92, 'clip_range': 0.3, 'ent_coef': 0.0}","{'learning_rate': 0.0002, 'n_steps': 512, 'batch_size': 128, 'n_epochs': 20, 'gamma': 0.99, 'gae_lambda': 0.9, 'clip_range': 0.1, 'ent_coef': 0.02}","{'learning_rate': 0.0001, 'n_steps': 256, 'batch_size': 64, 'n_epochs': 15, 'gamma': 0.97, 'gae_lambda': 0.94, 'clip_range': 0.2, 'ent_coef': 0.05}","{'learning_rate': 0.0005, 'n_steps': 2048, 'batch_size': 32, 'n_epochs': 10, 'gamma': 0.95, 'gae_lambda': 0.95, 'clip_range': 0.25, 'ent_coef': 0.01}","{'learning_rate': 5e-05, 'n_steps': 1024, 'batch_size': 64, 'n_epochs': 5, 'gamma': 0.99, 'gae_lambda': 0.98, 'clip_range': 0.15, 'ent_coef': 0.03}","{'learning_rate': 0.0002, 'n_steps': 2048, 'batch_size': 128, 'n_epochs': 4, 'gamma': 0.98, 'gae_lambda': 0.93, 'clip_range': 0.2, 'ent_coef': 0.02}","{'learning_rate': 0.00015, 'n_steps': 512, 'batch_size': 32, 'n_epochs': 8, 'gamma': 0.96, 'gae_lambda': 0.95, 'clip_range': 0.1, 'ent_coef': 0.04}","{'learning_rate': 0.00035, 'n_steps': 2048, 'batch_size': 64, 'n_epochs': 12, 'gamma': 0.97, 'gae_lambda': 0.96, 'clip_range': 0.2, 'ent_coef': 0.01}","{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'n_epochs': 6, 'gamma': 0.95, 'gae_lambda': 0.97, 'clip_range': 0.25, 'ent_coef': 0.02}"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008557865519088957,0.00690955526070268,0.007401952893063263,0.007830592100024764,0.007413645736024323,0.008342753205072422,0.008384124256187656,0.00798905634917433,0.008627404413554493,0.008249203222780622
2,-0.0009609340567499931,-0.00223357806016609,-0.0012676253893723361,-0.0003173389471643772,-0.0005859275084546182,-0.0011274293006094329,-0.0013690807874624576,-0.0009349590261465627,-0.00229765956020173,-0.0008326209883465746
3,0.0063188822083270185,0.006398098445842925,0.00673799894707932,0.006198468564428541,0.006502795235408086,0.006523242317311655,0.006809571347994911,0.006595599501870382,0.006845455439110991,0.006449259948635372
4,0.00079374933544149,0.0007285177636189013,0.0003165767002169768,-0.001176233860640603,-0.0006802810979132705,0.0004844253569558462,0.0005298242261491759,-0.0002539608680045256,0.00046533235358847637,-0.0001726039105986605
5,0.0005895298203215709,-0.00024817799212006355,8.03249061692257e-05,0.0005383853701314285,0.00016914919579832645,0.0002734807120462669,-6.275843152786558e-05,0.0001815214895313306,-0.000576082984558167,0.00033568575722440293
6,0.0039560396352279325,0.003932305029278205,0.004073283321781074,0.004369206761757185,0.004270585227783094,0.003839416333295676,0.0035403689210408156,0.003938207588573889,0.0030046744248799074,0.004031771167448428
7,-0.005588348907434149,-0.0059322104506947995,-0.005917777764372153,-0.005209360170128258,-0.005325588251347489,-0.005635754191244402,-0.0057145341368678645,-0.0055715385789809665,-0.005868433753634295,-0.005518862358251294
8,0.0008964399361968205,0.0014981882184894827,0.0012824930588252407,0.001160487200739778,0.001103960592120695,0.001124834156931668,0.0011864508408338066,0.0012421018343816027,0.001597302239564905,0.0011939595744588146
9,-0.007679834153206709,-0.007619355766093813,-0.006660005115432714,-0.006498512946497061,-0.005649092493100314,-0.007014725013388066,-0.006234937159185568,-0.006354056911420319,-0.006480135875864572,-0.006789907972657163
