Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,TRV,UNH,V,VZ,WBA,WMT
2012-01-19,15.276785850524902,69.13999938964844,50.95000076293945,75.55999755859375,105.75,28.627500534057617,19.790000915527344,106.93000030517578,39.439998626708984,107.68000030517578,45.40999984741211,55.772117614746094,172.58126831054688,25.6299991607666,65.19000244140625,36.93000030517578,33.724998474121094,101.26000213623047,85.80000305175781,37.461830139160156,28.1200008392334,25.395000457763672,3.5875000953674316,66.08000183105469,60.29999923706055,52.31999969482422,25.592500686645508,39.0,33.5,60.61000061035156
2012-01-20,15.010713577270508,69.56999969482422,50.040000915527344,75.5199966430664,105.63999938964844,28.547500610351562,19.920000076293945,106.88999938964844,39.310001373291016,108.73999786376953,44.5099983215332,54.704341888427734,180.2294464111328,26.3799991607666,65.2699966430664,37.36000061035156,34.04499816894531,101.73999786376953,85.6500015258789,37.404579162597656,29.709999084472656,25.440000534057617,3.555000066757202,66.2300033569336,61.59000015258789,52.27000045776367,25.145000457763672,38.970001220703125,33.47999954223633,61.0099983215332
2012-01-23,15.264642715454102,67.77999877929688,49.439998626708984,75.51000213623047,106.37000274658203,28.6875,19.829999923706055,107.01000213623047,39.25,108.19000244140625,44.880001068115234,54.93315124511719,181.625244140625,26.709999084472656,65.0,37.65999984741211,34.26499938964844,100.94999694824219,85.61000061035156,36.9942741394043,29.729999542236328,25.389999389648438,3.6524999141693115,65.0,60.290000915527344,52.43000030517578,24.899999618530273,38.400001525878906,33.86000061035156,60.90999984741211
2012-01-24,15.014642715454102,68.19000244140625,49.22999954223633,75.36000061035156,106.29000091552734,29.38249969482422,19.81999969482422,106.72000122070312,39.25,108.87000274658203,44.959999084472656,54.942684173583984,183.48948669433594,26.899999618530273,65.0,37.65999984741211,33.95000076293945,98.75,85.93000030517578,37.00381851196289,29.34000015258789,25.552499771118164,3.734999895095825,64.5,58.0,51.33000183105469,25.252500534057617,37.790000915527344,34.27000045776367,61.38999938964844
2012-01-25,15.952142715454102,69.20999908447266,50.16999816894531,75.81999969482422,109.05000305175781,29.53499984741211,19.829999923706055,107.7300033569336,39.560001373291016,108.2699966430664,45.2599983215332,55.40030288696289,183.29827880859375,26.899999618530273,65.22000122070312,37.599998474121094,34.21500015258789,99.2300033569336,86.4800033569336,36.90839767456055,29.559999465942383,25.802499771118164,3.7125000953674316,64.9800033569336,59.150001525878906,51.56999969482422,25.139999389648438,37.689998626708984,34.689998626708984,61.470001220703125
2012-01-26,15.879643440246582,68.08000183105469,49.97999954223633,75.30999755859375,111.30999755859375,29.05500030517578,19.829999923706055,106.58999633789062,39.349998474121094,108.55999755859375,44.95000076293945,55.13336181640625,182.58126831054688,26.75,65.69999694824219,37.4900016784668,34.005001068115234,99.18000030517578,87.58000183105469,37.00381851196289,29.5,25.575000762939453,3.677500009536743,64.80000305175781,58.70000076293945,50.349998474121094,25.21500015258789,37.34000015258789,34.31999969482422,60.970001220703125
2012-01-27,15.974286079406738,68.33999633789062,49.849998474121094,74.55000305175781,111.27999877929688,29.149999618530273,19.559999465942383,103.95999908447266,39.25,111.7699966430664,44.869998931884766,55.55284118652344,182.08413696289062,26.729999542236328,65.55999755859375,37.209999084472656,33.720001220703125,98.69000244140625,87.45999908447266,36.7557258605957,29.229999542236328,25.52750015258789,3.7274999618530273,64.30000305175781,58.04999923706055,51.02000045776367,25.262500762939453,37.209999084472656,34.22999954223633,60.709999084472656
2012-01-30,16.17892837524414,68.33000183105469,49.119998931884766,74.16000366210938,110.41000366210938,28.892499923706055,19.559999465942383,103.41000366210938,38.9900016784668,109.7300033569336,44.77000045776367,55.467037200927734,184.034423828125,26.739999771118164,65.70999908447266,37.0099983215332,33.72999954223633,98.69000244140625,87.33999633789062,37.10877990722656,29.610000610351562,25.84749984741211,3.700000047683716,63.209999084472656,58.11000061035156,51.06999969482422,24.969999313354492,37.61000061035156,33.630001068115234,61.29999923706055
2012-01-31,16.3028564453125,67.93000030517578,50.13999938964844,74.18000030517578,109.12000274658203,29.200000762939453,19.649999618530273,103.12000274658203,38.900001525878906,111.47000122070312,44.38999938964844,55.33356857299805,184.13002014160156,26.420000076293945,65.91000366210938,37.29999923706055,33.76499938964844,99.05000305175781,86.70999908447266,36.51717758178711,29.530000686645508,25.997499465942383,3.692500114440918,63.040000915527344,58.29999923706055,51.790000915527344,25.15999984741211,37.65999984741211,33.36000061035156,61.36000061035156
2012-02-01,16.292499542236328,69.83999633789062,50.619998931884766,75.37000274658203,110.5199966430664,29.829999923706055,19.799999237060547,102.79000091552734,39.33000183105469,113.44999694824219,44.470001220703125,56.19160079956055,184.14913940429688,26.549999237060547,65.69000244140625,37.599998474121094,33.92499923706055,98.4000015258789,87.3499984741211,36.860687255859375,29.889999389648438,25.9375,3.7325000762939453,63.209999084472656,59.27000045776367,53.2599983215332,25.627500534057617,37.79999923706055,33.220001220703125,62.18000030517578
2012-02-02,16.25428581237793,69.62000274658203,51.15999984741211,75.22000122070312,110.33000183105469,29.56999969482422,19.799999237060547,103.69000244140625,38.90999984741211,113.38999938964844,44.459999084472656,56.27740478515625,183.10707092285156,26.489999771118164,65.58999633789062,37.54999923706055,33.915000915527344,98.62000274658203,87.43000030517578,36.67938995361328,29.950000762939453,25.704999923706055,3.872499942779541,63.31999969482422,59.38999938964844,52.540000915527344,26.514999389648438,37.560001373291016,33.529998779296875,61.939998626708984
2012-02-03,16.417142868041992,69.27999877929688,52.25,76.33999633789062,113.94000244140625,31.024999618530273,20.09000015258789,105.5,40.0,117.52999877929688,45.16999816894531,57.90766525268555,185.12428283691406,26.739999771118164,65.63999938964844,38.279998779296875,34.040000915527344,100.01000213623047,87.7300033569336,36.61259460449219,30.239999771118164,25.875,3.9549999237060547,62.77000045776367,60.119998931884766,51.310001373291016,26.75749969482422,37.84000015258789,33.650001525878906,62.029998779296875
2012-02-06,16.570356369018555,69.12000274658203,51.810001373291016,75.45999908447266,113.77999877929688,30.8075008392334,20.190000534057617,106.66999816894531,40.459999084472656,117.38999938964844,45.20000076293945,57.49771499633789,184.34034729003906,26.719999313354492,65.19000244140625,38.13999938964844,34.01499938964844,99.48999786376953,87.55999755859375,36.64122009277344,30.200000762939453,25.864999771118164,3.924999952316284,63.5099983215332,59.33000183105469,51.290000915527344,26.84000015258789,38.13999938964844,34.279998779296875,61.880001068115234
2012-02-07,16.743928909301758,69.16999816894531,52.130001068115234,75.19999694824219,113.80999755859375,30.700000762939453,20.200000762939453,106.83000183105469,40.97999954223633,115.9800033569336,45.459999084472656,57.35470962524414,184.84703063964844,26.639999389648438,65.26000213623047,37.869998931884766,34.275001525878906,100.91000366210938,87.88999938964844,36.860687255859375,30.350000381469727,26.0575008392334,3.934999942779541,63.70000076293945,59.7400016784668,52.029998779296875,26.7450008392334,37.91999816894531,33.459999084472656,61.689998626708984
2012-02-08,17.0242862701416,68.05999755859375,51.63999938964844,75.45999908447266,114.04000091552734,30.950000762939453,20.43000030517578,106.76000213623047,41.27000045776367,116.1500015258789,45.16999816894531,57.07823181152344,184.46463012695312,26.850000381469727,65.23999786376953,38.29999923706055,34.165000915527344,100.05000305175781,87.97000122070312,36.66030502319336,30.65999984741211,26.482500076293945,4.077499866485596,63.63999938964844,59.849998474121094,52.13999938964844,27.087499618530273,37.91999816894531,33.130001068115234,61.619998931884766
2012-02-09,17.61321449279785,66.83999633789062,52.310001373291016,75.9000015258789,112.83000183105469,31.40250015258789,20.0,106.37000274658203,41.529998779296875,115.87999725341797,45.27000045776367,57.0973014831543,184.63670349121094,26.860000610351562,64.88999938964844,37.86000061035156,33.98500061035156,99.98999786376953,88.0199966430664,36.402671813964844,30.770000457763672,26.440000534057617,4.074999809265137,64.04000091552734,59.88999938964844,53.060001373291016,28.104999542236328,37.91999816894531,34.209999084472656,61.959999084472656
2012-02-10,17.622142791748047,67.36000061035156,51.810001373291016,74.94999694824219,111.75,32.11000061035156,19.899999618530273,105.27999877929688,41.45000076293945,114.12000274658203,45.33000183105469,56.56341552734375,183.9579315185547,26.700000762939453,64.5999984741211,37.61000061035156,33.970001220703125,99.47000122070312,87.13999938964844,36.17366409301758,30.5,26.352500915527344,3.9749999046325684,63.880001068115234,59.380001068115234,53.31999969482422,28.475000381469727,37.689998626708984,34.540000915527344,61.900001525878906
2012-02-13,17.950000762939453,68.19999694824219,52.06999969482422,74.8499984741211,113.69999694824219,33.057498931884766,20.030000686645508,106.37999725341797,41.790000915527344,114.52999877929688,45.93000030517578,57.33564376831055,184.14913940429688,26.700000762939453,64.68000030517578,38.29999923706055,34.220001220703125,99.6500015258789,88.02999877929688,36.364505767822266,30.579999923706055,26.30500030517578,4.037499904632568,64.2300033569336,58.9900016784668,53.849998474121094,28.177499771118164,38.130001068115234,34.790000915527344,61.790000915527344
2012-02-14,18.19499969482422,67.83999633789062,51.959999084472656,75.55999755859375,114.44999694824219,32.900001525878906,20.06999969482422,106.48999786376953,41.599998474121094,112.87000274658203,46.060001373291016,57.04963302612305,183.7667236328125,26.780000686645508,64.61000061035156,37.91999816894531,34.45000076293945,99.55000305175781,87.98999786376953,36.459922790527344,30.25,26.657499313354492,4.059999942779541,64.4800033569336,59.15999984741211,54.459999084472656,28.809999465942383,38.040000915527344,34.630001068115234,62.220001220703125
2012-02-15,17.773929595947266,67.9000015258789,51.52000045776367,75.20999908447266,112.52999877929688,32.654998779296875,19.90999984741211,105.0,41.25,113.16999816894531,45.709999084472656,56.248802185058594,183.79541015625,26.579999923706055,64.6500015258789,37.400001525878906,34.20000076293945,98.61000061035156,87.01000213623047,36.27862548828125,30.049999237060547,26.649999618530273,4.042500019073486,64.55000305175781,59.290000915527344,54.619998931884766,28.774999618530273,37.83000183105469,33.81999969482422,61.7599983215332
2012-02-16,17.936071395874023,68.88999938964844,52.869998931884766,75.2699966430664,113.95999908447266,32.9375,20.190000534057617,106.5199966430664,41.540000915527344,114.73999786376953,45.93000030517578,56.69688415527344,184.53155517578125,26.829999923706055,64.91999816894531,38.0,34.43000030517578,99.26000213623047,87.6500015258789,36.393131256103516,31.290000915527344,26.540000915527344,4.112500190734863,65.19999694824219,59.439998626708984,54.790000915527344,28.450000762939453,38.04999923706055,34.2400016784668,62.040000915527344
2012-02-17,17.932857513427734,67.77999877929688,52.86000061035156,75.3499984741211,113.94999694824219,32.29249954223633,20.290000915527344,106.66000366210938,41.75,115.91000366210938,46.709999084472656,57.297508239746094,184.91395568847656,27.3700008392334,64.98999786376953,38.470001220703125,34.525001525878906,99.98999786376953,87.55999755859375,36.79389190673828,31.25,26.670000076293945,3.9625000953674316,64.91000366210938,59.849998474121094,54.68000030517578,28.752500534057617,38.459999084472656,34.709999084472656,62.47999954223633
2012-02-21,18.387500762939453,66.69000244140625,52.849998474121094,75.72000122070312,115.0,31.90250015258789,20.360000610351562,108.41000366210938,41.56999969482422,116.62999725341797,46.91999816894531,57.0973014831543,184.88528442382812,27.15999984741211,65.04000091552734,38.459999084472656,34.40999984741211,100.48999786376953,87.5999984741211,36.38358688354492,31.440000534057617,26.237499237060547,3.9825000762939453,64.41999816894531,59.27000045776367,55.31999969482422,28.549999237060547,38.4900016784668,34.18000030517578,60.06999969482422
2012-02-22,18.322856903076172,66.79000091552734,52.790000915527344,76.05999755859375,115.80999755859375,32.01750183105469,20.1200008392334,107.5,41.27000045776367,114.36000061035156,46.56999969482422,56.73501968383789,185.3441619873047,26.729999542236328,65.0,38.06999969482422,34.625,100.66000366210938,87.76000213623047,36.46946716308594,31.270000457763672,26.4325008392334,3.9549999237060547,64.44000244140625,58.939998626708984,55.18000030517578,29.09000015258789,38.209999084472656,34.290000915527344,58.599998474121094
