,"{'learning_rate': 0.001, 'batch_size': 64, 'gamma': 0.99, 'buffer_size': 1000000, 'tau': 0.005}","{'learning_rate': 0.0005, 'batch_size': 128, 'gamma': 0.98, 'buffer_size': 500000, 'tau': 0.01}","{'learning_rate': 0.0001, 'batch_size': 256, 'gamma': 0.97, 'buffer_size': 100000, 'tau': 0.02}","{'learning_rate': 0.002, 'batch_size': 32, 'gamma': 0.96, 'buffer_size': 500000, 'tau': 0.005}","{'learning_rate': 0.00025, 'batch_size': 64, 'gamma': 0.95, 'buffer_size': 1000000, 'tau': 0.01}","{'learning_rate': 0.00075, 'batch_size': 128, 'gamma': 0.94, 'buffer_size': 500000, 'tau': 0.005}","{'learning_rate': 0.0002, 'batch_size': 256, 'gamma': 0.93, 'buffer_size': 100000, 'tau': 0.02}","{'learning_rate': 0.0015, 'batch_size': 32, 'gamma': 0.92, 'buffer_size': 500000, 'tau': 0.01}","{'learning_rate': 0.0003, 'batch_size': 64, 'gamma': 0.91, 'buffer_size': 1000000, 'tau': 0.015}","{'learning_rate': 0.0008, 'batch_size': 128, 'gamma': 0.9, 'buffer_size': 500000, 'tau': 0.01}"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002938422476358674,0.004917758596648196,0.005346326359012013,0.003688828478162866,0.002094534052838017,0.006431786549890239,0.005760559864842064,0.0056230844460331214,0.0056440209500479835,0.0039240945837958775
2,0.009485651058857765,0.013348546290229014,0.00794635625779138,0.010068471971793575,0.009183359705720966,0.008639486955696397,0.012961644559461477,0.010282976152370664,0.011561700364322375,0.013859934602944565
3,0.00929990811772844,0.009673573530263763,0.011187085672520409,0.0036026400123646152,0.011157068991252997,0.014331135655455575,0.014264299617277917,0.012463811131236922,0.011171854366988797,0.009215651936190346
4,0.0010707583081623186,0.0005962059125981653,-0.000869963160243517,0.0011695824679837925,0.0007709118891043143,0.001485426439140938,0.001527146071684778,-5.837553902650206e-05,0.0023426239157232727,-0.0004403124499474875
5,-0.0023122852464923923,0.0014888579612707996,0.0022029795091898004,-0.0013935964155000614,0.0011721136178246918,0.0015285137744898594,0.0019022074743286791,-0.0017316944851390188,0.0010966241425804917,0.0005640452328970601
6,0.0014602132750988035,-0.0003915208834872602,0.0009698786996934927,0.0015498971330305793,-0.0019238670521845433,0.00027527196880039104,-0.00023452639277603314,0.002001878547378093,-0.0003901646075999955,0.0006752144671358871
7,0.002723698961191047,0.0014675941769258921,0.0007355156555777406,0.004707559383433293,0.0019669060326566686,0.0017004375435785563,0.0021612781470555552,-0.0007286387525773379,0.0008920979179080088,0.00030622624548978404
8,0.00021975353737628694,-0.0014297422661655765,-0.0012467458786132926,-0.0017559413362089322,-0.005459557170843899,-0.0030843671679634944,-0.0024086587882387917,-0.001487681196975912,-0.000993380086926966,-0.0018954955317980414
9,-0.009013586005232114,-0.0065340610019042145,-0.008557586258860458,-0.009534925123032834,-0.009402987159504604,-0.010626629297956502,-0.008581705434097663,-0.008185812681362264,-0.008336022857987183,-0.008581650343234775
