,"{'learning_rate': 0.00025, 'n_steps': 2048, 'batch_size': 64, 'n_epochs': 10, 'gamma': 0.99, 'gae_lambda': 0.95, 'clip_range': 0.2, 'ent_coef': 0.01}","{'learning_rate': 0.0003, 'n_steps': 1024, 'batch_size': 32, 'n_epochs': 4, 'gamma': 0.98, 'gae_lambda': 0.92, 'clip_range': 0.3, 'ent_coef': 0.0}","{'learning_rate': 0.0002, 'n_steps': 512, 'batch_size': 128, 'n_epochs': 20, 'gamma': 0.99, 'gae_lambda': 0.9, 'clip_range': 0.1, 'ent_coef': 0.02}","{'learning_rate': 0.0001, 'n_steps': 256, 'batch_size': 64, 'n_epochs': 15, 'gamma': 0.97, 'gae_lambda': 0.94, 'clip_range': 0.2, 'ent_coef': 0.05}","{'learning_rate': 0.0005, 'n_steps': 2048, 'batch_size': 32, 'n_epochs': 10, 'gamma': 0.95, 'gae_lambda': 0.95, 'clip_range': 0.25, 'ent_coef': 0.01}","{'learning_rate': 5e-05, 'n_steps': 1024, 'batch_size': 64, 'n_epochs': 5, 'gamma': 0.99, 'gae_lambda': 0.98, 'clip_range': 0.15, 'ent_coef': 0.03}","{'learning_rate': 0.0002, 'n_steps': 2048, 'batch_size': 128, 'n_epochs': 4, 'gamma': 0.98, 'gae_lambda': 0.93, 'clip_range': 0.2, 'ent_coef': 0.02}","{'learning_rate': 0.00015, 'n_steps': 512, 'batch_size': 32, 'n_epochs': 8, 'gamma': 0.96, 'gae_lambda': 0.95, 'clip_range': 0.1, 'ent_coef': 0.04}","{'learning_rate': 0.00035, 'n_steps': 2048, 'batch_size': 64, 'n_epochs': 12, 'gamma': 0.97, 'gae_lambda': 0.96, 'clip_range': 0.2, 'ent_coef': 0.01}","{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'n_epochs': 6, 'gamma': 0.95, 'gae_lambda': 0.97, 'clip_range': 0.25, 'ent_coef': 0.02}"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005737551543981893,0.0062539783213933185,0.006414832672169052,0.005795394338753841,0.005430023459422147,0.005835614416068482,0.005913504612884896,0.006217113823005175,0.005788568285812077,0.005985212077125799
2,0.011332899124277146,0.009657706816995047,0.011059475305383296,0.011534461169741501,0.011516884488157457,0.010851785720813422,0.01101369013757861,0.010312844437933696,0.010848366936081625,0.010842563374221249
3,0.009217400438228354,0.010546129658194004,0.008943683700993141,0.009951066827676347,0.009147410844414127,0.00934605578842861,0.009414187333835094,0.009562582900706166,0.009279056148669043,0.009477360407650492
4,0.001274622093220714,0.0007800604975169216,0.0016801269895176396,0.0014534197063144595,0.0012686312220545656,0.001355724057879071,0.0012591655982350104,0.0013901870260469127,0.0013285214337787894,0.0013489843594069353
5,4.459281894819009e-05,0.0011970125445413815,-0.00043995060602700645,0.00020586269861865226,0.00017787879979650476,-0.00012032488794055964,-0.00015029615153577252,-0.0005887313987303935,-0.0002238374969273926,-8.89070816175718e-05
6,0.0019564600526932596,0.0014239118626736625,0.0025662392020482073,0.0023134538244116067,0.0017473869564521593,0.001817419362154453,0.0018662849354440054,0.0015946948266327213,0.0017895660870388833,0.0018004352412748792
7,0.0019717977781693787,0.0023994488833982046,0.0019762150310404596,0.0025241748867447,0.001552934024401815,0.0019959979596989226,0.0019860419865110174,0.002144715927940041,0.001892618352204994,0.0020466022673184814
8,-0.001017978823359256,-0.0013131215731313748,-0.00046087742158329865,-0.0007385853386288562,-0.0012465054279436486,-0.0011867556587911209,-0.0011147843037540702,-0.0012279835913910932,-0.00133809300360457,-0.0011054062814574214
9,-0.006999977767454271,-0.007772186486599958,-0.007049731995048126,-0.007072969753653766,-0.006642768104144119,-0.007138670899981216,-0.007119244322388546,-0.007069546143044816,-0.006940418269331195,-0.0071975156859957964
10,0.003875817139353944,0.0037694932580305293,0.003930542149264705,0.003283309030501955,0.0032496532781391935,0.0040310979396037845,0.004087721543809127,0.003871708897181467,0.003978186846519026,0.0040891218525456125
11,0.008427959759063157,0.008452979915220328,0.008585554592999499,0.008408654053064365,0.007964233976711869,0.008635235823423468,0.008660591782676514,0.008709731921936055,0.008657482953667346,0.008734813319224315
12,0.0010801306777818683,0.0015968354512016086,0.0014958729385946882,0.0017735138378790565,0.0007349983541769109,0.0011691753825508024,0.001224186537404423,0.0015031268351896644,0.00130767022017453,0.0011797871155598799
13,-0.008573221099954013,-0.00959809612401117,-0.008580064314700793,-0.009252415005432257,-0.007886842132276166,-0.008737182871301617,-0.008558759469816058,-0.008436558730334541,-0.008538225083620243,-0.008770561552247312
14,-0.0009759805608784307,-0.000674527944990257,-0.0008991446305613175,-0.0009995727753556243,-0.000709369157586926,-0.0010715746451496568,-0.0009415536196245226,-0.0003751006208987603,-0.0008485601957174113,-0.0010016560758845327
15,-0.000821373169806904,-0.0006965361247958165,-0.0008845700895003723,-0.00042727867982203245,-0.0004929863694373951,-0.0008081855213604903,-0.0008971972370880834,-0.0008806003990141613,-0.0007552316575237993,-0.0008072200294817387
16,-0.01857163654712613,-0.018614439531356813,-0.019269292475156446,-0.018626512393832884,-0.018661751968566904,-0.018796738899113426,-0.018691057641418,-0.019757137577780515,-0.018545876411468647,-0.018728500617980415
17,0.010236696066467333,0.010237322907340517,0.010327354924862945,0.009767034027626334,0.010199435819020367,0.010263081067870407,0.009971857086870246,0.00986064483934801,0.009920704300256523,0.01008015488056673
18,-0.018993516311331497,-0.018531531673469964,-0.019360429553457452,-0.018710114007103942,-0.018880632046567234,-0.01890202050055484,-0.018986422086572877,-0.018600440147944555,-0.018969731048359563,-0.018879487532953845
19,0.007343585447244821,0.007392008782735667,0.007697989434886105,0.007515409232157512,0.007138980676075961,0.0076522604618323616,0.007489871376694867,0.007575047229717765,0.007544025036534714,0.007616568968228592
20,0.014172536145053979,0.01378880110743308,0.014209558047899798,0.014442329298072525,0.014080218038166788,0.014312543526457649,0.014221131822989463,0.014050227990361349,0.014184672570863161,0.014209144153732341
21,0.000800378690027681,0.0010323861113807216,0.000879205001545641,0.0005534676404523995,0.0006789931429504966,0.0008162855669371374,0.0008377662002349281,0.0009915890387181422,0.0007655119190839868,0.0008381816613760459
22,0.0118597642231828,0.011398486671673251,0.012345792884085492,0.01203077374709165,0.011832026473451187,0.012069521955044078,0.011954271938466435,0.011807192014161564,0.0119625766296079,0.012073995224443104
23,0.004145346642796157,0.003791955569909459,0.004324895788077814,0.003928848828312742,0.004611452466573689,0.004085153305088343,0.003989862595188695,0.0037192356119303033,0.004079768339453023,0.00408978378318162
24,0.009790983941393832,0.010585808835067715,0.010000381171729128,0.009865557337373848,0.009233679203855504,0.009851510867117653,0.00977449621736183,0.009461795592597778,0.009705784931439426,0.009821389481869659
25,-0.0017411085839162247,-0.002125467237455084,-0.0020320327587599702,-0.0017197904249225658,-0.0015787951092980754,-0.0017595395834205155,-0.0016953903157035043,-0.0014170771100963037,-0.001696822245005571,-0.0017444465475568254
26,0.0026641600229463237,0.0035383063678067154,0.0023964296765168346,0.00270810613071973,0.0022896129393870715,0.0025662776934171853,0.002625377850347899,0.002117629876104984,0.0025191934544987085,0.002584995131197904
27,0.0010627174807269408,0.0016174429709595662,0.001174835435845987,0.001324248228525303,0.0009264693265926245,0.0013353808662419622,0.0011324971511059848,0.0011847453005380784,0.00118593815717906,0.0012443367251200172
28,0.0007306139687621749,0.0003226062033295595,0.0009365098491736603,0.0008542360396780565,0.0006843306877283704,0.000707531902822199,0.0006648961527342648,0.0005443450405282107,0.0006080558907809802,0.0006613383679602317
29,0.0011799878725314785,0.0012521961013340225,0.0014545308916716097,0.0010368098463480774,0.0009917693972473728,0.0013936017358634073,0.001361187587759438,0.0019036339581855548,0.0012364523971413448,0.0013853409718206156
30,0.0029451898211054154,0.002742569620429481,0.0032093167620991254,0.002724437367431219,0.0031766632688921405,0.0027257486876757645,0.0027592190946875484,0.002977167410576712,0.002744701221795661,0.002674423591520807
31,-0.0036691930038114462,-0.0035712067865710014,-0.0037516236434727455,-0.0036118457443269176,-0.003674221121820821,-0.0036044098048239707,-0.003733558222804467,-0.00404085123017603,-0.003468749433673889,-0.003718127079780964
32,-0.0009318145792295466,-0.001317946879568083,-0.0007882286812795232,-0.0009774560482946793,-0.001504136701439711,-0.0008634439599987916,-0.0007979310441097628,-0.0009908791853082146,-0.001129857106574349,-0.0008996634770638742
33,-0.0005578221186920613,-0.0018849102879552602,-0.0011424758950109237,-0.0013382512479301236,-0.000982723605771629,-0.0007424880358481373,-0.0008781972581299176,-0.0016325564464785935,-0.0009977668138648674,-0.0010161158287124608
34,0.000509165260578745,0.0003292785338625837,0.0003365514815717185,0.0006127829224413375,0.0003141846643537466,0.0005658634271736721,0.0004916756899081495,0.00032132694044820275,0.0004429293604384869,0.0005086408382105034
35,0.012827717002043776,0.013375372096516286,0.012607244800586505,0.013153013488441069,0.012243235565089479,0.013139764718072253,0.013118970759452116,0.01299331874089975,0.012880290249790398,0.013168514224875248
36,-0.018420779453852006,-0.01970148133345537,-0.018360753226482802,-0.018620406557528883,-0.017587979349221395,-0.018660722865199944,-0.018732427731001314,-0.01903273185981646,-0.01852320540338034,-0.01872732399747959
37,-0.013709424904966842,-0.012849747563629168,-0.013825886825434832,-0.01341657013143373,-0.014039382700850056,-0.013718749538461632,-0.013646515977391806,-0.014227270315807504,-0.0136304907545953,-0.013696058462679947
38,0.018125683100776058,0.017637884891176264,0.018614763571633167,0.018360625748734927,0.017915491435410155,0.018287230929306793,0.018335521325603996,0.018635675294100845,0.01823981974416306,0.018361680768747394
39,-0.006062171021131001,-0.006508395508255605,-0.006178841444229717,-0.006289780587417442,-0.0058568483938179925,-0.0061680723046670955,-0.006203429053948685,-0.006342986418940992,-0.006145518396535715,-0.006212453967973446
40,-0.004734855723471899,-0.005459001932484768,-0.004939282781278002,-0.005138417207291968,-0.004832734825892216,-0.004836411593288531,-0.004818525052647576,-0.005080203543176693,-0.004964927125383517,-0.004892395924596347
41,-0.011925647426011128,-0.012488382644594988,-0.01211648333926073,-0.012149916695277308,-0.011981891768745064,-0.011966266004486215,-0.011933191110870425,-0.012071308565133628,-0.011914771686890879,-0.011950089735335402
42,0.019260322912821908,0.01901115357423941,0.01920137935228556,0.01922410926849956,0.01886722477621297,0.019202115789460242,0.0192131604282664,0.018705694714874502,0.0192367821224174,0.019202849829406732
43,0.007366735545422264,0.005967357461676003,0.007136060495094965,0.007113488960856519,0.007880921078095557,0.007035114798449203,0.006806491537191484,0.006472421625656562,0.0069521968197640595,0.006843662173842918
44,0.003950324427820971,0.0058622647390183975,0.004210484588272236,0.004774730976768057,0.003546742544942104,0.004251678687527266,0.004416970667194707,0.00486394839654157,0.004386230547623951,0.0044590040695443684
45,0.013671118640673713,0.01352949611596905,0.013576630133352363,0.013607735322509008,0.013831981696732679,0.013652422081730868,0.013675179250542811,0.013684810374484001,0.013515978540245006,0.01368084568780123
46,0.005975963870788325,0.006834140854425739,0.005868768676756311,0.0063407403008906614,0.005868799842282506,0.006151202328507685,0.006213523565435608,0.0060397774362385345,0.006200699473244742,0.006324926297743736
47,0.006574351089126405,0.006062876689012698,0.006459998590143975,0.006350070949479549,0.006689363258787824,0.006444188467314984,0.006620879606231637,0.006658967406869695,0.006396194036195907,0.006483728580676393
48,0.008416623182638219,0.008945091726260875,0.00834413383807649,0.008722947647735298,0.008542976592739832,0.008367758539087068,0.008407047703704835,0.008413449302130132,0.00855234630219657,0.008458934578446672
49,-0.00256912809931943,-0.002204127426658828,-0.0024076736087200045,-0.002135524472633787,-0.0023657161804738133,-0.002532230420534459,-0.0025906753865864826,-0.0023637198973893462,-0.0024399312541856797,-0.002537427958144959
50,0.004175645421223289,0.0038164312397963637,0.00428408390153852,0.00417422939161127,0.00394409666738232,0.004289214680377983,0.004261251899777892,0.004360654697568429,0.0041746923990253985,0.004260746235646375
51,-0.008553935808919954,-0.009350799647125206,-0.008583036247203128,-0.008515237248406155,-0.008032471942320754,-0.008805187014491529,-0.008767904097450615,-0.008628388284822461,-0.008545662581085288,-0.008938079627036698
52,-0.00616408513899273,-0.0056854682144966365,-0.006442275618101147,-0.006403909414797484,-0.006374569145936961,-0.006464170263830235,-0.006334108423736675,-0.005999162963618142,-0.006308981362743978,-0.006416743823398008
53,0.005929142681200186,0.006632637032469008,0.005925571249184353,0.005923517067388399,0.005719605427963475,0.005986581052479576,0.005991532893164355,0.005878878411234749,0.006079822829064602,0.006087564069682091
54,-0.008409126520039684,-0.00816842197351168,-0.008384825808826747,-0.008407270805915629,-0.008042945557387115,-0.00843779035741764,-0.00846787821791885,-0.00814553998374705,-0.008275428667859606,-0.008440881080611447
55,-0.0018603362938740464,-0.0027892089199242375,-0.0018675182544163115,-0.0019224441749407207,-0.0020783709751850824,-0.002051558057322509,-0.002005275373650698,-0.002508888613507541,-0.0020692953467015217,-0.002202303231049019
56,0.0054254620983818416,0.0048683577174228575,0.005503352596610057,0.005395088275417845,0.005164927275016912,0.005347046323607674,0.005393722471499366,0.00525860959085345,0.0053009564217163215,0.005285163128130467
57,0.016250559917105674,0.016591816236280768,0.01646570379515668,0.01638181119098849,0.016187167387147625,0.016372620775083235,0.016211282396411803,0.01576807835255954,0.016318303700820838,0.01631252647274385
58,0.0036517838068793784,0.0039552170506437995,0.0036369604435442402,0.0036698206772216324,0.0038883041476892575,0.003651276200368061,0.0037233519955899843,0.0038532248153897103,0.003694714601916482,0.0037124035695814263
59,-0.004607027617935144,-0.004973359494703012,-0.004580516384089028,-0.004657676492476461,-0.0045697775766106626,-0.004666969401568658,-0.004663257390335788,-0.004708316723469072,-0.004733476001084841,-0.00472917812326335
60,-0.00039850037277033726,0.0005909537260313648,-0.0005178279263858685,-0.00039888852310514185,-0.0005684024029911261,-0.0003384003493802608,-0.00023608214107526763,-0.0002746060711868438,-0.0003281840530241013,-0.00022154891469691358
61,0.005879579069649604,0.0061009068886864574,0.005933591392140439,0.00592879147931904,0.005311052074744548,0.0061055900149395445,0.005969481441247928,0.005783118222492674,0.005948018765270896,0.006027753285805174
62,0.012181704788126706,0.012469109327864082,0.012192141541743709,0.01218581021868391,0.01213690554115918,0.012159181428045786,0.012258742923280802,0.012412091490343401,0.012204113723352839,0.012282380768644664
63,-0.0032449908096361117,-0.00349289633133382,-0.003126174544997393,-0.003248169374097394,-0.002922665464334033,-0.0032270439228810374,-0.0032945974266938207,-0.0030920821025484,-0.0031816856381241963,-0.003232262695588499
64,0.0018226837746587667,0.002128277524362392,0.0018203506723599703,0.0018663887158226217,0.0016263916972211617,0.0019277690861761775,0.0019197150586576209,0.0019520995275417656,0.0018957485760854437,0.0019300331949979046
65,0.0003050057259270808,0.0004140007190208005,0.0003555323345063895,0.00039094226066284615,4.7536580214574696e-05,0.0004270996849876209,0.0004435858331112312,0.00047475310971721623,0.0004515734688114982,0.0004184844393142641
