,"{'learning_rate': 0.0007, 'gamma': 0.99, 'gae_lambda': 0.92, 'vf_coef': 0.5, 'ent_coef': 0.01, 'max_grad_norm': 0.5, 'n_steps': 5}","{'learning_rate': 0.0005, 'gamma': 0.98, 'gae_lambda': 0.95, 'vf_coef': 0.25, 'ent_coef': 0.02, 'max_grad_norm': 1, 'n_steps': 10}","{'learning_rate': 0.0001, 'gamma': 0.97, 'gae_lambda': 0.9, 'vf_coef': 0.5, 'ent_coef': 0.02, 'max_grad_norm': 0.5, 'n_steps': 20}","{'learning_rate': 0.001, 'gamma': 0.96, 'gae_lambda': 0.85, 'vf_coef': 0.3, 'ent_coef': 0.01, 'max_grad_norm': 1, 'n_steps': 5}","{'learning_rate': 0.0003, 'gamma': 0.95, 'gae_lambda': 0.8, 'vf_coef': 0.4, 'ent_coef': 0.03, 'max_grad_norm': 0.8, 'n_steps': 15}","{'learning_rate': 0.0002, 'gamma': 0.94, 'gae_lambda': 0.93, 'vf_coef': 0.2, 'ent_coef': 0.01, 'max_grad_norm': 0.6, 'n_steps': 10}","{'learning_rate': 0.0008, 'gamma': 0.93, 'gae_lambda': 0.88, 'vf_coef': 0.6, 'ent_coef': 0.005, 'max_grad_norm': 0.7, 'n_steps': 20}","{'learning_rate': 0.0004, 'gamma': 0.92, 'gae_lambda': 0.87, 'vf_coef': 0.7, 'ent_coef': 0.02, 'max_grad_norm': 0.9, 'n_steps': 5}","{'learning_rate': 0.0006, 'gamma': 0.91, 'gae_lambda': 0.89, 'vf_coef': 0.3, 'ent_coef': 0.015, 'max_grad_norm': 1, 'n_steps': 15}","{'learning_rate': 0.0009, 'gamma': 0.9, 'gae_lambda': 0.86, 'vf_coef': 0.4, 'ent_coef': 0.01, 'max_grad_norm': 0.8, 'n_steps': 10}"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008470854881611235,0.008582244152238348,0.006397223620911237,0.008310230165631623,0.007062620083528295,0.0077200009904898345,0.007840980533767368,0.006969492129666071,0.008344666620579585,0.008743599681230872
2,0.004814786731285091,0.00633750461868859,0.010949437948159958,0.008606316194252863,0.010647985428222614,0.0085753276345969,0.007986783420627998,0.006036831601693052,0.006754677857855364,0.00929703954579077
3,0.010490187423521336,0.010705471059648608,0.009541232450387002,0.012000961847547403,0.010018398232709525,0.009655289468106044,0.010525694350618914,0.009829259838398788,0.010417027279812923,0.009841417037571838
4,0.0010424870553218224,0.0010904616627510069,0.0012827337114380444,0.001088792688665477,0.0012985837693537522,0.001102907108937572,0.0011107047484861562,0.0023422565496483442,0.0010172229708575778,0.0005824676588116813
5,-0.001746550866174977,0.0005457861181279041,0.0002132810400267457,-0.0022819300649863108,0.0005386817178001705,0.00023019384759296848,-0.0017158856753313517,-0.0007734986502443695,6.432464914233409e-05,-0.0005554192617381183
6,0.0021857296423897156,0.0019959677629450626,0.002115882675241436,0.003721897050921478,0.002652380659137445,0.00199029292318139,0.0006570413237830484,0.001898899729244768,0.001369547561081208,0.002335613354790787
7,0.001789731999330136,0.001202166267876754,0.0017434262629755864,0.005153624607474874,0.0010926242286234118,0.0011624009384397322,0.0006402502279173469,0.004486000523800411,0.0011598417333137686,0.0047557059595852895
8,-0.0040219527105138705,0.0012750413064796817,-0.0013765076435607634,-0.0015658709910595695,-0.0018677269909514716,-0.0022335591544337466,0.00026934025395673137,-0.003174951575837549,0.001129431056036956,-0.0016976701132517006
9,-0.00543007470559658,-0.008540924838071449,-0.006967587408725772,-0.004667103604898406,-0.007881763027179679,-0.007608750362268801,-0.007990922089893378,-0.0062049156458115024,-0.00621809617718856,-0.006320440287658742
10,0.003541789812613449,0.005110171153900668,0.003608773934114833,0.0032579887782650113,0.0024562783739258327,0.0037181297256356164,0.0024479770460424525,0.0025975981364513147,0.0031129780994896676,0.003565881803768204
11,0.0082027509472944,0.009043334880271117,0.008191678138885368,0.008443346135997926,0.007837363989949242,0.008345567946789307,0.00890953921780849,0.007970051450798456,0.008081468784244128,0.007730739982295667
