,"{'learning_rate': 0.001, 'batch_size': 64, 'gamma': 0.99, 'buffer_size': 1000000, 'tau': 0.005}","{'learning_rate': 0.0005, 'batch_size': 128, 'gamma': 0.98, 'buffer_size': 500000, 'tau': 0.01}","{'learning_rate': 0.0001, 'batch_size': 256, 'gamma': 0.97, 'buffer_size': 100000, 'tau': 0.02}","{'learning_rate': 0.002, 'batch_size': 32, 'gamma': 0.96, 'buffer_size': 500000, 'tau': 0.005}","{'learning_rate': 0.00025, 'batch_size': 64, 'gamma': 0.95, 'buffer_size': 1000000, 'tau': 0.01}","{'learning_rate': 0.00075, 'batch_size': 128, 'gamma': 0.94, 'buffer_size': 500000, 'tau': 0.005}","{'learning_rate': 0.0002, 'batch_size': 256, 'gamma': 0.93, 'buffer_size': 100000, 'tau': 0.02}","{'learning_rate': 0.0015, 'batch_size': 32, 'gamma': 0.92, 'buffer_size': 500000, 'tau': 0.01}","{'learning_rate': 0.0003, 'batch_size': 64, 'gamma': 0.91, 'buffer_size': 1000000, 'tau': 0.015}","{'learning_rate': 0.0008, 'batch_size': 128, 'gamma': 0.9, 'buffer_size': 500000, 'tau': 0.01}"
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.010409888341568807,0.005236680993723049,0.007085667608474184,0.012893294266434973,0.011082615407670521,0.0017791853836647037,0.0032651719117186406,0.0032651719117186406,0.003702116340848393,0.005236680993723049
2,-0.009967171915845303,-0.0072039692945234145,-0.008575594703763102,-0.007667437323800609,-0.001080517344712078,-0.0024575946500706176,-0.004622318139076551,-0.004622318139076551,-0.003213279770300468,-0.0072039692945234145
3,0.0075119940564462705,0.005780364816002772,0.005230606232830755,0.009512782135004184,0.0047017911609246316,0.005328231291826959,0.003317031178437714,0.003317031178437714,0.004301355596540265,0.005780364816002772
4,0.011126347217629642,0.004528417795912051,0.005996586141780462,0.006197669285393013,0.0011456591637792261,-0.0030402051133200892,-0.0021278508970597994,-0.0021278508970597994,-0.0029964173303165657,0.004528417795912051
5,-0.003113507416537522,-0.0018291584146575086,-0.0021166364063876873,-0.003570883898182467,0.0006805570250480145,-0.0015961172502696784,-0.0008388311666949383,-0.0008388311666949383,-0.0019887304640066805,-0.0018291584146575086
6,-0.0013008543579300673,0.003168739315925039,0.002038955215312854,-0.002854749178481321,0.004191145634868602,0.005784007762784286,0.005412001318480996,0.005412001318480996,0.004763597474111904,0.003168739315925039
7,-0.007978183249162355,-0.007565548553627342,-0.007258406648664368,-0.007396253131073771,-0.004488417007978784,-0.0050088036576607705,-0.0051188019257179035,-0.0051188019257179035,-0.0037266024344100577,-0.007565548553627342
8,0.0001143090422856955,0.0010974603346513008,0.0010326921700571656,0.002421235585074371,-0.0008402242688864783,0.00038195065216007257,0.0012982918054576867,0.0012982918054576867,5.733943038833229e-05,0.0010974603346513008
9,-0.010385773264457197,-0.01176440048906694,-0.01348806343767281,-0.004699147156140284,-0.008651731137532849,-0.003478187601098745,-0.011384958443104328,-0.011384958443104328,-0.003713941946892182,-0.01176440048906694
